V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,target
0.9790000000000001,1.37,0.722,1.114,0.8740000000000001,-0.6559999999999999,0.21100000000000002,0.467,1.252,-0.39,1.0190000000000001,-0.141,0.491,-0.366,-0.304,0.19899999999999998,0.20800000000000002,0.165,0.34299999999999997,-1.344,0.158,0.591,0.133,0.711,-1.317,-0.518,-0.07200000000000001,0.603,-0.45899999999999996,0.355,-0.02,1.376,0.022000000000000002,0.304,0.048,0.8390000000000001,0.858,0.22899999999999998,1.375
0.9490000000000001,1.101,0.825,1.127,1.244,-1.238,0.20600000000000002,0.474,0.94,-0.39,0.547,-1.242,1.01,0.107,-0.259,0.627,0.28800000000000003,0.209,0.249,-1.244,0.077,0.162,0.133,0.705,-1.3219999999999998,-0.5770000000000001,-0.249,0.599,-0.462,1.018,-0.037000000000000005,1.3719999999999999,0.628,0.247,0.048,0.8390000000000001,0.8220000000000001,-0.226,1.077
0.6829999999999999,0.878,0.737,1.149,0.6579999999999999,-1.444,0.253,0.474,0.512,-0.39,0.244,-1.7380000000000002,1.2229999999999999,0.759,-0.23199999999999998,0.9420000000000001,0.418,0.43,0.247,-1.962,0.08800000000000001,-0.308,0.133,0.705,-1.3219999999999998,-0.501,0.09699999999999999,0.41100000000000003,-0.46,1.0979999999999999,-0.475,1.042,-0.12,0.247,0.048,0.8390000000000001,0.39299999999999996,-0.13699999999999998,0.845
0.447,0.45899999999999996,0.768,1.125,0.5760000000000001,-0.5489999999999999,0.33,0.469,0.377,-0.39,0.425,0.23800000000000002,1.051,-0.145,-0.245,0.96,0.478,0.165,0.24100000000000002,-2.194,-0.091,0.48,-0.063,0.7120000000000001,-1.3219999999999998,-0.294,0.402,0.336,-0.461,0.505,0.141,0.848,0.632,0.19,0.048,0.8390000000000001,0.044000000000000004,0.387,0.785
0.517,0.731,0.431,1.14,0.68,-0.5670000000000001,0.26,0.467,0.43700000000000006,-0.39,-0.33399999999999996,-0.0,0.625,0.111,-0.375,0.446,0.213,0.165,0.265,-2.108,0.027000000000000003,0.256,-0.063,0.698,-1.3219999999999998,-0.332,0.474,0.484,-0.46,0.505,-0.233,0.573,0.14800000000000002,0.19,0.048,0.8390000000000001,0.07200000000000001,0.303,0.5770000000000001
1.045,0.9440000000000001,1.318,1.013,0.6859999999999999,-0.982,0.33899999999999997,0.46299999999999997,1.187,-0.39,-0.311,-0.6,0.541,0.41600000000000004,-0.254,0.446,0.27699999999999997,-0.366,0.255,-1.858,0.19699999999999998,0.139,0.133,0.698,-1.3219999999999998,-0.23600000000000002,0.7859999999999999,0.6629999999999999,-0.462,0.469,-0.428,1.102,-0.251,0.19,0.048,0.8390000000000001,-0.615,-1.153,1.131
0.389,0.462,0.614,0.991,0.677,-0.56,0.368,0.485,0.527,-0.39,0.723,0.045,0.74,-0.473,-0.359,0.31,0.61,0.121,0.26,-1.229,0.161,0.639,-0.063,0.718,-1.3219999999999998,-0.017,0.257,0.336,-0.45799999999999996,0.349,0.321,1.102,0.21,0.19,0.048,0.8390000000000001,0.6809999999999999,0.44799999999999995,0.605
-0.017,0.086,0.1,1.0390000000000001,0.415,-0.569,0.195,0.485,-0.13699999999999998,-0.39,0.23399999999999999,0.024,0.542,0.013999999999999999,-0.38299999999999995,0.271,0.305,0.165,0.26,-1.653,-0.233,0.267,-0.063,0.718,-1.3219999999999998,-0.175,0.376,0.284,-0.46299999999999997,0.349,0.534,0.369,-0.522,0.19,0.048,0.8390000000000001,0.9009999999999999,0.629,-0.071
0.5710000000000001,0.496,1.411,1.013,0.281,-0.644,0.193,0.36200000000000004,0.45299999999999996,-0.39,-0.605,-0.076,0.42100000000000004,0.66,-0.374,0.193,0.228,-0.366,0.262,-1.692,0.1,-0.063,0.133,0.7929999999999999,-1.318,-0.248,1.085,0.504,-0.46299999999999997,0.272,-0.303,0.649,-0.34600000000000003,0.19,0.048,1.062,-0.6509999999999999,-1.014,0.7609999999999999
0.384,0.381,0.684,1.126,0.45399999999999996,-0.511,0.24100000000000002,0.36,0.33299999999999996,-0.39,0.625,0.209,0.077,-0.258,-0.581,-0.057999999999999996,0.516,0.165,0.324,-1.314,0.124,0.523,0.133,0.716,-1.318,-0.078,0.385,0.266,1.516,-0.07,0.10099999999999999,0.7809999999999999,1.088,0.209,0.048,0.8390000000000001,0.337,0.436,0.36200000000000004
-0.036000000000000004,0.011000000000000001,0.816,1.1540000000000001,-0.191,-0.535,0.21,0.355,-0.17600000000000002,-0.39,-0.385,0.188,0.077,0.076,-0.562,-0.083,0.218,0.165,0.35200000000000004,-1.203,0.032,0.321,0.133,0.706,-1.318,-0.08800000000000001,0.311,0.354,1.511,-0.099,0.41600000000000004,0.24600000000000002,-0.408,0.247,0.32899999999999996,0.8390000000000001,0.11199999999999999,-0.6679999999999999,0.231
0.613,0.669,2.1319999999999997,1.389,0.369,-0.775,0.223,0.321,0.65,-0.39,-0.67,-0.308,-0.005,0.7190000000000001,-0.797,-0.36200000000000004,0.318,0.165,0.35,-1.493,0.35200000000000004,-0.107,0.133,0.6990000000000001,-1.318,0.03,0.539,0.45,1.51,-0.47,-0.27699999999999997,0.8140000000000001,-0.556,0.304,0.315,0.8390000000000001,-0.633,-1.757,0.62
0.382,0.434,0.873,1.43,0.523,-0.722,0.292,0.321,0.727,-0.39,0.242,-0.45799999999999996,0.126,0.59,-0.687,-0.625,0.693,0.165,0.35100000000000003,-1.595,0.319,-0.19899999999999998,0.133,0.708,-1.318,0.203,0.07400000000000001,0.337,1.516,-0.502,1.04,0.8370000000000001,0.004,0.304,0.273,0.8390000000000001,-0.068,0.198,0.621
0.523,0.336,1.38,1.39,-0.114,-1.228,0.36200000000000004,0.364,0.57,-0.39,0.391,-1.383,0.017,0.846,-0.61,-0.625,0.585,0.165,0.358,-1.0290000000000001,0.33,-0.428,0.133,0.7120000000000001,-1.317,0.161,-0.025,0.41600000000000004,1.5119999999999998,-0.429,-0.174,0.509,-0.485,0.304,0.273,0.8390000000000001,0.40399999999999997,-1.011,0.742
0.769,0.44,1.265,1.252,-0.09300000000000001,-0.86,0.485,0.37799999999999995,0.735,-0.39,0.39799999999999996,-0.442,-0.261,0.642,-0.675,-0.606,0.7879999999999999,0.165,0.33799999999999997,-1.217,0.272,-0.134,0.133,0.7170000000000001,-0.012,0.25,-0.061,0.568,1.5,-0.684,-0.033,0.62,0.006,0.304,0.273,0.8390000000000001,0.278,-1.014,0.8390000000000001
0.755,0.5529999999999999,1.2830000000000001,1.256,0.021,-1.05,0.612,0.423,0.838,-0.39,0.44299999999999995,-0.79,-0.122,0.32299999999999995,-0.563,-0.7290000000000001,1.015,0.165,0.349,-0.905,0.37,0.027000000000000003,0.133,0.7,-0.012,0.29600000000000004,-0.48,0.503,1.861,-0.769,0.6579999999999999,0.746,-0.128,0.304,0.273,0.8390000000000001,0.39299999999999996,-0.976,0.825
0.37,0.168,2.069,1.1320000000000001,-0.34,-1.6540000000000001,0.762,0.537,0.242,-0.21,0.266,-2.1069999999999998,-0.213,0.615,-0.387,-0.7190000000000001,1.015,0.165,0.35200000000000004,-0.9129999999999999,0.395,-0.17600000000000002,0.133,0.469,0.23199999999999998,0.461,-0.514,0.20600000000000002,1.121,-0.586,-0.165,0.449,-0.6579999999999999,0.304,0.273,0.795,0.192,-2.605,0.633
0.354,0.125,1.876,1.2309999999999999,-0.433,-0.523,0.953,0.537,0.509,0.042,-0.16899999999999998,0.133,-0.447,0.22899999999999998,-0.5720000000000001,-0.665,1.1520000000000001,0.165,-0.295,-1.297,0.47100000000000003,0.29600000000000004,0.133,-0.19699999999999998,0.912,0.628,-0.03,0.381,1.119,-1.0959999999999999,-0.273,0.11800000000000001,-0.06,-0.26899999999999996,-0.44,-0.349,-0.162,-0.757,0.617
0.528,0.456,0.973,1.3019999999999998,1.1059999999999999,-0.6629999999999999,0.924,0.6779999999999999,0.7929999999999999,0.473,0.444,-0.14300000000000002,0.374,-0.33299999999999996,-0.413,-0.9229999999999999,1.1520000000000001,0.165,0.07,-0.782,0.441,0.583,0.133,0.528,-0.5529999999999999,0.382,-0.7070000000000001,0.527,1.121,-1.112,-0.486,0.511,-0.703,-0.04,-0.34600000000000003,0.483,0.312,-0.026000000000000002,0.8079999999999999
0.8959999999999999,0.767,0.804,1.396,1.202,-0.797,0.858,0.6779999999999999,1.115,0.473,0.13,-0.41,0.436,0.21100000000000002,-0.5479999999999999,-0.5489999999999999,0.728,0.165,0.43799999999999994,-0.898,0.561,0.145,0.133,0.537,-1.321,-0.054000000000000006,-0.687,0.589,-0.442,-0.365,-0.16399999999999998,0.691,-0.531,0.36200000000000004,-0.102,0.483,0.139,-0.22399999999999998,1.131
1.587,1.5330000000000001,0.669,1.423,1.631,-0.583,0.813,0.6779999999999999,1.551,0.473,0.51,-0.055999999999999994,1.348,-1.034,-0.579,0.63,0.738,0.165,0.44,-0.36,1.016,0.858,-0.063,0.525,-1.3219999999999998,-0.348,-1.496,0.792,-0.46,0.516,0.5660000000000001,1.409,0.6729999999999999,0.36200000000000004,-0.102,0.602,0.364,0.168,1.5090000000000001
1.61,1.8130000000000002,0.951,1.479,1.4980000000000002,-1.672,0.733,0.627,1.659,0.473,0.7709999999999999,-2.41,1.676,0.10800000000000001,-0.841,0.976,0.848,0.165,0.44,-0.92,1.041,0.045,0.133,0.495,-1.3219999999999998,-0.541,-1.296,0.7090000000000001,-0.45799999999999996,1.4580000000000002,0.247,1.7790000000000001,0.287,0.419,0.048,0.602,0.525,-0.51,1.8030000000000002
1.55,1.2930000000000001,1.821,1.455,1.17,-1.6119999999999999,0.866,0.627,1.615,0.473,0.8140000000000001,-2.1830000000000003,1.8840000000000001,0.314,-0.665,1.69,1.11,0.165,0.434,-1.187,1.125,-0.185,0.133,0.513,-1.3219999999999998,-0.48,-1.025,0.6920000000000001,-0.46,1.578,-0.10300000000000001,1.547,0.21100000000000002,0.419,0.048,0.602,0.747,-1.693,1.893
0.975,0.8190000000000001,0.975,1.426,0.9740000000000001,-1.02,0.9079999999999999,0.6859999999999999,0.725,0.473,0.8540000000000001,-0.748,1.3730000000000002,-0.562,-0.498,1.781,1.3530000000000002,0.165,0.434,-1.122,0.9390000000000001,0.66,-0.063,0.527,-1.3219999999999998,-0.214,-0.975,0.51,-0.46,1.26,0.405,1.112,0.737,0.419,0.048,0.602,1.31,-0.086,1.097
-0.187,-0.354,-0.028999999999999998,1.4040000000000001,0.2,-0.495,0.703,0.677,-0.159,0.473,1.325,0.059000000000000004,0.396,-0.705,-0.37200000000000005,1.4769999999999999,0.757,0.43,0.44,-0.929,0.045,0.66,-0.063,0.531,-1.3219999999999998,-0.309,-0.7509999999999999,0.015,-0.461,1.26,0.37,0.272,0.07200000000000001,-2.63,-4.199,0.602,1.341,1.5430000000000001,-0.294
-0.2,-0.384,0.01,1.274,0.113,-0.618,0.36200000000000004,0.652,-0.711,0.473,-0.988,-0.055999999999999994,0.159,-0.435,-0.551,1.449,0.11599999999999999,0.43,0.079,-1.2229999999999999,0.131,0.425,-0.063,0.7020000000000001,-1.3219999999999998,-0.47100000000000003,-0.7340000000000001,0.156,-0.45899999999999996,1.2409999999999999,0.419,-0.405,0.031,-2.635,-2.802,0.72,-0.434,0.605,-0.489
-0.022000000000000002,-0.017,-0.157,1.22,0.289,-0.58,0.155,0.41200000000000003,-0.2,0.473,-0.301,-0.094,0.664,-1.207,-0.484,1.177,-0.076,0.165,-0.39799999999999996,-0.429,0.27399999999999997,0.802,-0.063,0.698,-1.3219999999999998,-0.605,-1.042,0.11699999999999999,-0.46299999999999997,1.1909999999999998,0.312,0.107,0.133,0.19,0.10400000000000001,0.72,-0.614,0.9490000000000001,-0.237
0.14,-0.035,0.191,1.272,0.363,-1.183,0.051,0.41200000000000003,-0.245,0.473,-0.674,-1.018,0.452,-0.34,-0.4,1.177,-0.358,-0.055999999999999994,0.439,-1.162,0.528,0.386,-0.063,0.695,-1.321,-0.69,-0.521,0.292,-0.46299999999999997,0.9359999999999999,-0.049,-0.142,0.14300000000000002,-2.104,-0.065,0.8390000000000001,-0.395,-0.016,-0.105
-0.055,-0.248,-0.065,1.234,0.126,-0.75,0.025,0.27,-0.41600000000000004,0.473,-0.039,-0.332,0.33899999999999997,0.027000000000000003,-0.414,0.631,-0.299,-0.366,0.894,-1.083,0.525,0.113,-0.063,0.696,-1.317,-0.7,-0.244,0.20199999999999999,-0.455,0.445,0.377,-0.125,0.613,-0.941,-0.065,0.8390000000000001,-0.415,0.531,0.028999999999999998
0.379,0.364,0.32299999999999995,1.08,0.04,-0.7879999999999999,0.098,0.262,0.344,0.473,0.001,-0.5479999999999999,0.33,0.266,-0.528,0.053,-0.198,-0.366,0.38299999999999995,-1.104,0.721,-0.069,-0.063,0.7040000000000001,-1.317,-0.604,-0.315,0.282,-0.45899999999999996,0.445,0.261,0.212,-0.204,0.534,-0.065,0.8390000000000001,-0.34700000000000003,0.006,0.568
0.603,0.525,0.9059999999999999,1.129,-0.106,-1.4609999999999999,0.24,0.237,0.5479999999999999,0.473,0.319,-1.834,0.113,0.13,-0.424,0.0,0.07,-0.366,0.532,-0.88,0.722,0.031,-0.063,0.713,-0.319,-0.42700000000000005,-0.444,0.462,-0.449,-0.381,0.433,0.35,0.289,0.47600000000000003,-0.065,0.8390000000000001,0.157,-0.99,0.847
0.33299999999999996,0.21899999999999997,0.578,0.958,-0.102,-0.41200000000000003,0.376,0.294,0.309,0.473,0.159,0.46799999999999997,0.048,-1.158,-0.457,-0.578,0.33,-0.366,0.255,-1.212,0.099,0.935,-0.063,0.72,0.233,-0.262,-0.721,0.381,-0.46299999999999997,-0.6809999999999999,1.051,0.446,0.785,0.381,-0.065,0.8390000000000001,0.262,-0.105,1.305
0.1,0.043,0.76,0.75,-0.395,-1.379,0.37799999999999995,0.294,0.076,0.473,0.41,-1.511,0.052000000000000005,0.102,-0.5529999999999999,-0.578,0.21100000000000002,0.165,0.253,-1.433,-0.466,0.107,-0.063,0.701,0.233,-0.436,-0.207,0.42200000000000004,-0.46,-0.7140000000000001,0.376,0.282,0.469,0.381,-0.065,0.8390000000000001,0.706,-0.802,1.037
0.46799999999999997,0.657,0.7490000000000001,0.53,-0.166,-0.863,0.512,0.33799999999999997,0.8440000000000001,0.473,0.391,-0.614,-0.142,-0.424,-0.6559999999999999,-0.856,0.21100000000000002,0.165,0.249,-0.978,-1.125,0.456,-0.063,0.703,0.233,-0.505,-0.33799999999999997,0.48,-0.45799999999999996,-0.72,0.254,0.731,-0.307,0.19,-0.065,0.8390000000000001,0.439,-0.363,1.3430000000000002
0.691,0.903,0.564,-0.41100000000000003,0.40299999999999997,-0.5429999999999999,0.514,0.36,0.721,0.473,0.887,-0.069,-0.028999999999999998,0.008,-0.752,-0.732,0.519,0.165,0.259,-1.429,-1.2670000000000001,0.261,-0.063,0.7,0.233,-0.42100000000000004,0.214,0.534,-0.45899999999999996,-0.7170000000000001,0.353,0.935,-0.257,0.19,-0.065,0.8390000000000001,0.963,-0.105,0.685
0.655,0.5479999999999999,0.433,-0.8109999999999999,0.97,-0.585,0.473,0.424,0.86,0.473,0.043,-0.217,0.682,0.192,-0.767,-0.732,0.521,0.165,0.255,-1.567,-0.9470000000000001,0.07400000000000001,0.133,0.708,-1.0290000000000001,-0.24100000000000002,0.171,0.38799999999999996,-0.45399999999999996,-0.292,0.7509999999999999,1.047,0.28600000000000003,0.19,-0.065,0.8390000000000001,0.376,0.363,0.085
1.016,0.996,0.9109999999999999,-0.46799999999999997,0.816,-0.596,0.53,0.445,1.173,0.473,-0.805,-0.09,0.713,-0.044000000000000004,-0.68,-0.035,0.451,-0.366,0.265,-1.226,-0.522,0.27,-0.063,0.6990000000000001,-1.0290000000000001,0.11699999999999999,0.075,0.644,-0.45899999999999996,0.20800000000000002,-0.321,1.181,-0.134,0.19,-0.065,0.8390000000000001,-0.757,-0.556,0.836
0.7709999999999999,0.826,0.63,-1.1179999999999999,0.9309999999999999,-0.54,0.598,0.445,0.8420000000000001,0.473,0.7440000000000001,0.003,0.904,-1.5419999999999998,-0.746,0.184,0.695,-0.366,0.249,-1.056,-0.039,1.112,-0.063,0.708,-1.318,0.221,-0.846,0.48,-0.45399999999999996,0.253,0.887,1.2329999999999999,0.344,0.19,-0.065,0.8390000000000001,0.57,0.272,0.386
0.433,0.431,0.44,-1.147,0.5710000000000001,-1.621,0.503,0.5,0.256,0.473,-0.18899999999999997,-2.273,0.845,0.281,-0.965,0.621,0.315,-0.366,0.252,-1.82,-0.085,-0.11199999999999999,-0.063,0.693,-1.317,0.09699999999999999,-0.22699999999999998,0.45799999999999996,-0.456,0.742,-0.09,0.631,-0.009000000000000001,0.19,-0.065,0.8390000000000001,0.685,-0.47200000000000003,0.419
0.462,0.556,0.368,-1.129,0.525,-0.912,0.5529999999999999,0.505,0.7170000000000001,0.473,0.435,-0.804,0.895,-0.15,-1.141,0.838,0.48200000000000004,-0.366,0.259,-1.489,0.040999999999999995,0.17800000000000002,-0.063,0.6990000000000001,-1.318,0.025,0.105,0.337,-0.456,0.825,-0.445,0.871,-0.446,0.19,-0.065,0.8390000000000001,0.218,0.371,0.5429999999999999
0.423,0.215,0.295,-1.2229999999999999,0.6629999999999999,-0.7,0.588,0.522,0.5379999999999999,0.473,0.428,-0.27899999999999997,0.851,-0.544,-0.96,0.76,0.369,-0.366,0.26899999999999996,-1.608,-0.067,0.514,-0.063,0.698,-1.318,-0.08900000000000001,0.24100000000000002,0.268,-0.45799999999999996,0.654,-0.266,0.782,-0.682,0.19,-0.065,0.8390000000000001,0.047,0.731,0.488
0.183,0.17,0.161,-1.396,1.139,-0.504,0.547,0.555,0.304,0.473,0.65,0.126,0.763,-0.812,-0.7609999999999999,0.65,0.188,-0.366,0.243,-1.3840000000000001,-0.313,0.718,-0.063,0.7020000000000001,-1.317,-0.21600000000000003,0.257,0.259,-0.457,0.654,-0.013999999999999999,0.526,0.387,0.19,-0.065,0.8390000000000001,0.278,0.828,0.536
0.239,-0.003,0.252,-1.4680000000000002,0.996,-0.845,0.475,0.555,0.22,0.473,-0.488,-0.551,0.778,-0.8809999999999999,-0.441,0.648,-0.09,-0.366,0.257,-1.183,-0.809,0.6559999999999999,-0.063,0.701,-1.317,-0.42200000000000004,-0.032,0.48700000000000004,-0.45399999999999996,0.674,-0.156,0.175,0.366,0.19,-0.065,0.8390000000000001,-0.213,0.022000000000000002,0.768
0.39799999999999996,0.484,0.48,-1.574,0.708,-0.7140000000000001,0.45,0.518,0.35200000000000004,0.473,0.126,-0.261,0.757,-0.264,-0.622,0.648,0.003,-0.366,0.261,-1.5390000000000001,-1.0290000000000001,0.287,-0.063,0.708,-1.318,-0.563,0.467,0.389,-0.456,0.635,-0.299,0.544,0.544,0.19,-0.065,0.8390000000000001,0.157,-0.191,0.867
-0.604,-0.982,-0.139,-1.7180000000000002,0.006999999999999999,-0.706,0.4,0.506,-0.9359999999999999,0.473,0.628,-0.365,-0.239,-0.193,-0.7759999999999999,0.445,0.065,0.165,0.256,-1.206,-1.729,0.188,-0.063,0.701,-1.24,-0.557,0.48700000000000004,0.022000000000000002,-0.457,0.491,0.373,-0.366,0.299,0.19,-0.065,0.8390000000000001,1.368,0.866,-0.409
0.192,0.37799999999999995,0.11,-1.819,0.02,-0.457,0.35600000000000004,0.47,0.114,0.473,-0.38299999999999995,0.132,0.039,-1.537,-0.8809999999999999,0.133,-0.214,-0.366,0.267,-1.078,-1.7309999999999999,1.002,0.133,0.713,-0.048,-0.563,-0.126,0.318,-0.45899999999999996,-0.152,0.833,-0.06,0.467,0.19,-0.065,0.8390000000000001,-0.434,0.185,0.348
0.21100000000000002,0.451,0.537,-1.906,-0.10400000000000001,-0.527,0.34600000000000003,0.395,0.182,0.473,-0.366,0.106,-0.035,-1.504,-0.9940000000000001,-0.303,-0.12300000000000001,-0.366,0.25,-1.425,-1.814,1.047,0.133,0.7070000000000001,0.237,-0.467,0.20199999999999999,0.38,-0.46,-0.467,0.38799999999999996,0.38299999999999995,0.45399999999999996,0.19,-0.065,0.8390000000000001,-0.284,-0.413,0.439
-0.109,0.049,0.168,-1.9580000000000002,-0.115,-0.5529999999999999,0.321,0.395,0.16,0.473,-0.24,-0.17,-0.17,0.153,-0.84,-0.878,-0.157,-0.366,0.248,-1.246,-2.03,-0.042,0.133,0.6990000000000001,0.843,-0.303,0.625,0.324,2.145,-0.848,0.878,0.192,0.59,0.19,-0.065,0.8390000000000001,-0.019,-0.039,0.26
-0.6,0.026000000000000002,0.14,-2.064,-1.095,-0.322,0.40299999999999997,0.366,0.40299999999999997,0.473,0.43700000000000006,0.5379999999999999,-0.715,-1.9809999999999999,-0.195,-0.878,0.098,-0.366,-1.18,-1.262,-2.522,1.3359999999999999,0.133,-1.25,0.945,-0.027000000000000003,-0.213,0.297,2.136,-1.194,-0.883,0.431,-1.07,0.19,-0.065,0.8390000000000001,-0.413,0.58,0.33899999999999997
-1.074,-0.789,-0.486,-2.565,-0.888,-0.381,0.192,0.35200000000000004,-0.225,0.473,1.028,0.165,-0.589,-0.309,-0.263,-1.3430000000000002,-0.042,-0.366,-0.41100000000000003,-1.153,-2.6719999999999997,0.316,0.133,0.617,0.943,0.09699999999999999,0.308,0.052000000000000005,2.145,-1.254,0.281,0.131,-1.133,0.19,-0.065,0.8390000000000001,0.5579999999999999,1.555,-1.2229999999999999
-0.754,-0.795,-0.385,-0.578,-0.605,-0.5539999999999999,0.08199999999999999,0.312,-0.182,0.473,-0.8170000000000001,-0.067,-0.5429999999999999,-0.563,-0.293,-1.256,-0.32799999999999996,-0.897,0.254,-1.454,-1.8840000000000001,0.449,0.314,0.7120000000000001,0.09300000000000001,0.23199999999999998,0.11199999999999999,0.095,-0.46,-1.05,1.2409999999999999,-0.09,-0.32299999999999995,0.19,-0.065,0.8390000000000001,-0.746,1.055,-1.8719999999999999
0.003,0.163,0.094,-2.108,-0.032,-1.209,-0.012,0.185,0.018000000000000002,0.473,-1.666,-1.694,-0.20800000000000002,0.684,-0.316,-1.193,-0.38,-0.897,0.247,-1.785,-0.794,-0.42,0.133,0.701,0.096,0.508,0.37200000000000005,0.34299999999999997,-0.45799999999999996,-0.7490000000000001,-0.01,0.15,-0.031,0.19,-0.065,0.8390000000000001,-1.591,-0.544,-1.03
0.8140000000000001,0.8440000000000001,0.648,-2.249,0.507,-0.614,0.147,0.185,0.807,0.473,-0.6990000000000001,-0.136,-0.047,-0.33299999999999996,-0.273,-0.836,-0.354,-0.897,0.247,-1.59,0.568,0.44,0.133,0.713,0.095,0.8590000000000001,0.591,0.61,-0.451,-0.755,0.006,0.18600000000000003,0.11,0.19,-0.065,0.8390000000000001,-0.841,-0.562,-0.20800000000000002
0.6859999999999999,0.6629999999999999,0.616,-1.556,0.8740000000000001,-0.996,0.301,0.244,0.8290000000000001,0.473,-0.44799999999999995,-0.977,0.289,0.17800000000000002,-0.529,-0.7909999999999999,0.20199999999999999,-0.897,0.262,-1.564,0.9259999999999999,0.038,-0.063,0.7170000000000001,0.09,1.0090000000000001,0.56,0.507,-0.46,-0.755,0.39899999999999997,0.993,0.165,0.19,-0.065,0.8390000000000001,-0.037000000000000005,-0.35600000000000004,1.198
0.647,0.757,0.67,-1.41,0.555,-0.606,0.435,0.271,0.746,0.473,1.158,-0.135,0.299,-0.315,-0.5329999999999999,-0.569,0.406,0.165,0.261,-1.3719999999999999,0.556,0.46399999999999997,-0.063,0.711,0.09,0.489,0.636,0.537,2.126,-0.355,0.552,1.022,0.522,0.19,-0.065,0.8390000000000001,1.209,-0.294,1.3259999999999998
0.63,0.71,0.735,-1.062,0.376,-0.946,0.5429999999999999,0.35100000000000003,0.7440000000000001,0.473,1.04,-0.741,0.318,0.254,-0.33299999999999996,-0.33299999999999996,0.406,0.165,0.245,-1.4780000000000002,0.309,0.038,0.314,0.716,0.091,0.15,0.767,0.5429999999999999,-0.46299999999999997,-0.267,0.042,1.087,0.034,0.19,-0.065,0.8390000000000001,1.4409999999999998,-0.49200000000000005,0.958
0.546,0.708,0.578,-0.851,0.188,-0.45399999999999996,0.662,0.441,0.966,0.473,0.8109999999999999,0.195,0.29100000000000004,-1.137,-0.23800000000000002,-0.33299999999999996,0.61,0.165,0.244,-1.535,-0.319,0.955,-0.063,0.723,-1.3159999999999998,0.085,-0.172,0.381,-0.461,-0.204,0.985,1.079,0.784,0.19,-0.065,0.8390000000000001,0.653,0.313,0.882
0.039,0.185,0.42700000000000005,-1.2819999999999998,-0.16399999999999998,-1.1340000000000001,0.5660000000000001,0.441,-0.124,0.473,-0.267,-1.001,0.243,-0.491,0.027999999999999997,-0.337,0.253,-0.366,0.251,-0.845,-0.845,0.546,-0.063,0.705,-1.3159999999999998,-0.021,-0.39899999999999997,0.3,-0.455,-0.221,0.5529999999999999,0.45,0.26899999999999996,0.19,-0.065,0.8390000000000001,0.077,-0.488,0.461
0.217,0.01,0.648,-1.2570000000000001,-0.313,-0.8420000000000001,0.605,0.47600000000000003,0.204,0.473,-0.44299999999999995,-0.424,0.022000000000000002,-0.73,0.36,-0.368,0.263,-0.897,0.257,-0.818,-1.1059999999999999,0.767,0.133,0.701,0.237,-0.075,-0.6809999999999999,0.447,-0.457,-0.221,1.074,0.305,-0.545,0.19,-0.065,0.8390000000000001,-0.532,-0.607,0.6970000000000001
0.55,0.546,1.121,-1.655,0.361,-1.295,0.611,0.48700000000000004,0.49,0.473,-0.017,-1.4669999999999999,0.149,0.14400000000000002,0.5770000000000001,-0.527,0.311,-0.897,0.272,-1.557,-1.1059999999999999,0.258,0.133,0.7040000000000001,0.23199999999999998,-0.033,-0.485,0.491,-0.45299999999999996,-0.508,-0.248,0.7170000000000001,-0.068,0.19,-0.065,0.8390000000000001,0.154,-1.166,0.7190000000000001
0.033,-0.192,0.096,-1.558,0.485,-0.593,0.5920000000000001,0.522,0.081,0.473,0.757,-0.247,0.063,0.415,0.623,-0.3,0.41,-0.034,0.611,-1.385,-1.574,0.046,0.133,0.7170000000000001,-1.317,-0.009000000000000001,-0.552,0.24,-0.45299999999999996,-0.33299999999999996,-0.033,0.47700000000000004,0.032,0.581,0.324,0.8390000000000001,0.966,0.7020000000000001,0.276
0.418,0.397,0.685,-1.501,0.495,-1.161,0.599,0.527,0.46,0.473,-0.098,-1.209,0.53,-0.196,0.5760000000000001,-0.3,0.284,-0.366,0.622,-0.677,-1.489,0.53,-0.063,0.723,-1.317,-0.102,-0.867,0.40299999999999997,-0.452,-0.20800000000000002,0.5710000000000001,0.583,-0.08900000000000001,0.591,0.32899999999999996,0.8390000000000001,-0.19,-0.23600000000000002,0.684
0.41200000000000003,0.467,0.35700000000000004,-1.645,0.45299999999999996,-1.0979999999999999,0.573,0.527,0.318,0.473,0.27,-1.194,0.525,0.728,0.54,0.136,0.342,-0.366,0.616,-1.215,-1.633,-0.079,-0.063,0.722,-1.318,-0.16699999999999998,-0.389,0.34700000000000003,-0.45899999999999996,0.25,-0.125,0.649,-0.259,0.648,0.385,0.8390000000000001,0.263,0.19899999999999998,0.748
0.325,0.46799999999999997,0.493,-1.839,0.603,-0.758,0.602,0.518,0.361,0.473,0.263,-0.337,0.7340000000000001,0.711,0.401,0.249,0.25,-0.366,0.626,-1.855,-1.73,0.17,0.133,0.718,-1.321,-0.207,0.096,0.336,-0.45399999999999996,0.25,-0.321,0.79,-0.11800000000000001,0.648,0.385,0.8390000000000001,0.162,0.098,0.618
