V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37
0.29151177,0.27286932,0.41229193,0.61203805,0.22782936,0.49943841,0.21944058,0.19566466,0.29191293,0.06059328,0.71729161,0.43466956,0.24021989,0.54569106,0.59824456,0.50796730,0.33374802,0.56251472,0.52150069,0.64667134,0.62566768,0.32700938,0.61332154,0.16178840,0.99283249,0.69473494,0.37134755,0.20966970,0.72122150,0.52135611,0.39535853,0.23348577,0.31467122,0.52269124,0.52278008,0.18518519,0.69474892,0.44917044
0.26688352,0.20369318,0.37580026,0.62856697,0.26658592,0.45039311,0.22330397,0.20097617,0.27288453,0.06059328,0.63447532,0.37183099,0.24290463,0.44536585,0.63435069,0.50796730,0.32323004,0.56251472,0.52100212,0.69656622,0.65742746,0.40228478,0.61332154,0.16084855,0.99309796,0.70744681,0.30982616,0.25658210,0.72150296,0.52656167,0.41523068,0.18661077,0.28706576,0.52269124,0.52278008,0.18518519,0.64759113,0.48129713
0.42208798,0.41193182,0.47487196,0.65102136,0.36092047,0.44739798,0.23103075,0.20269882,0.45855557,0.06059328,0.56676558,0.39436620,0.37023779,0.43382114,0.66507082,0.53609533,0.31621805,0.43748528,0.52162533,0.64989488,0.75848131,0.42248062,0.61332154,0.16178840,0.97239182,0.70690588,0.30736037,0.43226424,0.72164368,0.54578217,0.32184547,0.30221037,0.32506203,0.52269124,0.52278008,0.18518519,0.49324497,0.32187029
0.29879182,0.21875000,0.43501921,0.66677062,0.35917104,0.35417447,0.23783032,0.20786678,0.30719331,0.06059328,0.70312921,0.28667389,0.33469701,0.65235772,0.68601636,0.57932659,0.34777200,0.56251472,0.52025427,0.63195515,0.75877003,0.25642595,0.55555556,0.16017723,0.65595965,0.70744681,0.38293675,0.29056965,0.72192513,0.63160705,0.25792107,0.26333841,0.29900744,0.52269124,0.52278008,0.18518519,0.72291614,0.42458522
0.29584882,0.20838068,0.36667734,0.68033682,0.37585789,0.38038188,0.23937568,0.21863336,0.29739080,0.06059328,0.70083626,0.29230769,0.34415750,0.64699187,0.70855775,0.63973950,0.33748021,0.56251472,0.52237318,0.68058865,0.77075213,0.24724602,0.55555556,0.16098281,0.58030263,0.69879192,0.34249784,0.26089038,0.72206586,0.67365190,0.31976098,0.20706301,0.30102357,0.52269124,0.52278008,0.18518519,0.70379811,0.51478130
0.34541512,0.26548295,0.42573624,0.68844535,0.37733818,0.39011606,0.24323907,0.21863336,0.30056220,0.06059328,0.68384138,0.35211268,0.36141652,0.37756098,0.67783762,0.71941250,0.34132549,0.56251472,0.52262246,0.65550105,0.80193446,0.46940024,0.55555556,0.16205693,0.41943191,0.68400649,0.29034644,0.28769746,0.35547425,0.72450614,0.25166759,0.23132622,0.27993176,0.52269124,0.52278008,0.18518519,0.67002294,0.45837104
0.42146840,0.26875000,0.43021767,0.70497427,0.50921814,0.30363160,0.23056715,0.22279644,0.26553265,0.06059328,0.59252765,0.19869989,0.43109179,0.72455285,0.54917215,0.71941250,0.31248586,0.56251472,0.70061074,0.65774352,0.87296088,0.18829049,0.55555556,0.42373792,0.39235466,0.65912369,0.39366293,0.30062231,0.35674078,0.77068873,0.49638688,0.20096545,0.53737593,0.52269124,0.52278008,0.18518519,0.72023961,0.36500754
0.49488848,0.38451705,0.53040973,0.78309683,0.48136186,0.32572070,0.26317416,0.22480620,0.35606170,0.06059328,0.51281360,0.27952329,0.41498338,0.45268293,0.56273688,0.78384370,0.32831938,0.56251472,0.60476131,0.64246671,0.89461527,0.39636883,0.55555556,0.17306660,0.39288559,0.64794446,0.32942917,0.41790330,0.35547425,0.77869728,0.33463035,0.23907520,0.54714640,0.52269124,0.52278008,0.18518519,0.59648228,0.21794872
0.44532218,0.38536932,0.51424456,0.47325745,0.44327816,0.39049045,0.28017308,0.23054838,0.34986305,0.06059328,0.76166712,0.32979415,0.40910253,0.49398374,0.56872132,0.77178883,0.36066501,0.68754415,0.52187461,0.68465312,0.78085751,0.36923705,0.50221043,0.16031149,0.61852933,0.63577353,0.35359388,0.39731929,0.72206586,0.75146823,0.20122290,0.26714939,0.42152605,0.52269124,0.52278008,0.18518519,0.76268162,0.29336350
0.32806691,0.24928977,0.43758003,0.71183533,0.36616875,0.63571696,0.29469943,0.24877979,0.32103215,0.06059328,0.87618020,0.68234020,0.36627461,0.29121951,0.57330940,0.76305944,0.36654603,0.68754415,0.52274710,0.73104415,0.62350224,0.54651163,0.55555556,0.16178840,0.61773294,0.61089073,0.32153865,0.27860220,0.72178441,0.71129204,0.37506948,0.23666159,0.37624069,0.52269124,0.52278008,0.18518519,0.87037981,0.53453997
0.20244734,0.15255682,0.34891165,0.73382192,0.29363477,0.41295395,0.27012826,0.24877979,0.20729422,0.06059328,0.74575128,0.34474540,0.34569164,0.45658537,0.56473170,0.71359291,0.36360552,0.68754415,0.52274710,0.70371409,0.42688032,0.37107303,0.55555556,0.16017723,0.61799841,0.57924630,0.29453828,0.15078985,0.72079932,0.71209290,0.37284603,0.23208841,0.35437345,0.52269124,0.52278008,0.18518519,0.77478970,0.53725490
0.22227385,0.17826705,0.35403329,0.62576017,0.24424707,0.55597155,0.24632978,0.24031008,0.20412282,0.06059328,0.71189641,0.52697725,0.30273587,0.37349593,0.61579892,0.70735763,0.30072382,0.68754415,0.52087748,0.70007008,0.37519850,0.45308038,0.61332154,0.15964017,0.61932572,0.56572304,0.29836025,0.20009574,0.72206586,0.71209290,0.31823235,0.12957317,0.34584367,0.52269124,0.52278008,0.18518519,0.67231710,0.50618401
0.22831475,0.16491477,0.34539052,0.60299392,0.28717535,0.40995882,0.22562201,0.23643411,0.21608765,0.06059328,0.49527920,0.34452871,0.30145743,0.45365854,0.61659685,0.67659692,0.27765211,0.43748528,0.52100212,0.67316048,0.42861268,0.36617707,0.61332154,0.16044576,0.61932572,0.61260368,0.28899026,0.18573480,0.35814804,0.65870262,0.29697054,0.12588923,0.29047767,0.52269124,0.52278008,0.18518519,0.51351007,0.49683258
0.23094796,0.17159091,0.33498720,0.54872914,0.31126363,0.53725197,0.20893216,0.22494976,0.21637596,0.06059328,0.51119504,0.47583965,0.29902838,0.36113821,0.57670058,0.64389636,0.27765211,0.43748528,0.52299639,0.68801682,0.46427025,0.45308038,0.50221043,0.15977444,0.61906026,0.64316625,0.27283935,0.18286261,0.72248804,0.64695675,0.36784325,0.11763211,0.36616005,0.52269124,0.52278008,0.18518519,0.48394086,0.52669683
0.24395911,0.17187500,0.36011524,0.51582723,0.33656305,0.35305129,0.19054242,0.21202986,0.18437365,0.06059328,0.54208255,0.27302275,0.30248018,0.58731707,0.55774985,0.64389636,0.25458041,0.43748528,0.52312103,0.69600561,0.55492998,0.26601387,0.61332154,0.15883459,0.99256703,0.64902633,0.38860806,0.26041168,0.72220659,0.63854778,0.23679822,0.11864837,0.24984491,0.52269124,0.52278008,0.18518519,0.58437420,0.40527903
0.32249071,0.24616477,0.38428297,0.58303446,0.38393218,0.60763759,0.20537784,0.21202986,0.34150209,0.06059328,0.68748314,0.53217768,0.30861672,0.48227642,0.50468781,0.64445060,0.29495589,0.56251472,0.52224854,0.59929923,0.63086473,0.34944920,0.61332154,0.16125134,0.99256703,0.65858276,0.41659475,0.29918621,0.72136223,0.64081687,0.29683157,0.19855183,0.32971464,0.52269124,0.52278008,0.18518519,0.65778741,0.52609351
0.29491945,0.27102273,0.34891165,0.57913613,0.40398331,0.49831524,0.19935095,0.20700546,0.29421940,0.06059328,0.71122201,0.40715060,0.33687037,0.52113821,0.43846000,0.64874602,0.29382493,0.68754415,0.52150069,0.59551507,0.66854338,0.30436557,0.55555556,0.16178840,0.58030263,0.66345114,0.45136235,0.22881762,0.72164368,0.64081687,0.22443024,0.21697154,0.45595533,0.52269124,0.52278008,0.18518519,0.73540658,0.54404223
0.24333953,0.19488636,0.27320743,0.64119757,0.31328220,0.66791464,0.19842374,0.20542636,0.25299121,0.06059328,0.65376315,0.63315276,0.32063411,0.37902439,0.39517255,0.67077733,0.28839629,0.68754415,0.51963106,0.69908900,0.66854338,0.40820073,0.55555556,0.16138561,0.58162994,0.65966462,0.42719763,0.20775491,0.72108078,0.67912440,0.40814341,0.16463415,0.38197891,0.52269124,0.52278008,0.18518519,0.64797349,0.62835596
0.32342007,0.29971591,0.43725992,0.62607204,0.29659534,0.40509173,0.20135991,0.20040195,0.31195041,0.06059328,0.54936606,0.36879740,0.33162874,0.33495935,0.38599641,0.63932382,0.27719973,0.48434189,0.47737754,0.67498248,0.73610510,0.45144839,0.55555556,0.15964017,0.99283249,0.65750090,0.43545802,0.32790809,0.72108078,0.65576615,0.37826570,0.19512195,0.36647022,0.48394768,0.48348318,0.18518519,0.54448126,0.34660633
0.26378563,0.21605114,0.34298976,0.61718385,0.29524963,0.61774616,0.20027816,0.19968418,0.25731584,0.06059328,0.66468843,0.57724810,0.27192534,0.43430894,0.39537203,0.63932382,0.29144990,0.56251472,0.47600648,0.57575333,0.72383427,0.35271318,0.61332154,0.15883459,0.99283249,0.66588532,0.47429417,0.24988033,0.72094005,0.63908169,0.29433018,0.18165650,0.38523573,0.48295680,0.48297808,0.18518519,0.69181749,0.48808446
0.26471499,0.20610795,0.39548656,0.63963823,0.30090163,0.59415949,0.20429609,0.19968418,0.27778579,0.06059328,0.61505260,0.57399783,0.27256456,0.28406504,0.40255336,0.57891090,0.28489030,0.56251472,0.47675433,0.65115627,0.74462249,0.47694818,0.61332154,0.15896885,0.99309796,0.67174540,0.41536185,0.27668741,0.72192513,0.57794981,0.39105058,0.17327236,0.41160050,0.47730876,0.47732094,0.18518519,0.63408106,0.42247360
0.27819083,0.20596591,0.37371959,0.66988929,0.28071592,0.46686634,0.19981456,0.20097617,0.27158714,0.06059328,0.61599676,0.38829902,0.24584505,0.28682927,0.43028127,0.56325343,0.29529518,0.56251472,0.47550791,0.74085494,0.75862567,0.42615259,0.55555556,0.15950591,0.99389435,0.67535160,0.35556651,0.28195309,0.72122150,0.57794981,0.41828794,0.15536077,0.38973325,0.47730876,0.47732094,0.18518519,0.64695386,0.43770739
0.34495043,0.28977273,0.47503201,0.66801809,0.26322164,0.48446275,0.20367795,0.20140683,0.34366441,0.06059328,0.57661182,0.43683640,0.29186909,0.37723577,0.46678636,0.55549397,0.31316444,0.56251472,0.47613112,0.65087596,0.81694817,0.37046104,0.55555556,0.15896885,0.99415981,0.67976920,0.39588214,0.42508377,0.72094005,0.55993059,0.27473596,0.20680894,0.27248759,0.47730876,0.47732094,0.18518519,0.62923783,0.28914027
0.29677819,0.28025568,0.43357875,0.65788243,0.30803391,0.49457132,0.21928605,0.20298593,0.32045553,0.06059328,0.74480712,0.42665222,0.31079008,0.47056911,0.45980451,0.54565609,0.33725401,0.68754415,0.46703228,0.60238262,0.82012415,0.30660955,0.61332154,0.16178840,0.99415981,0.68698161,0.44766367,0.31067496,0.72122150,0.56607048,0.20219566,0.26270325,0.12577543,0.47730876,0.47732094,0.18518519,0.74445577,0.44208145
0.27323420,0.24431818,0.38860435,0.68891315,0.36051675,0.70348184,0.21835883,0.21604938,0.30661669,0.06059328,0.68019962,0.68667389,0.29148555,0.29609756,0.44324756,0.56103644,0.33137299,0.68754415,0.46429017,0.69474422,0.83672586,0.49959200,0.61332154,0.16192266,0.73692594,0.69437432,0.38244360,0.26902824,0.72108078,0.61171917,0.21664814,0.23501016,0.31327543,0.47156163,0.47166380,0.18518519,0.74063217,0.52352941
0.27865551,0.22982955,0.29273367,0.68595041,0.43480016,0.63421939,0.20321434,0.21604938,0.30459853,0.06059328,0.61275964,0.61170098,0.41396062,0.25577236,0.44584081,0.60703894,0.32243836,0.68754415,0.47102082,0.68395235,0.82228959,0.48837209,0.61332154,0.16125134,0.39607114,0.67886765,0.36086796,0.24174246,0.72094005,0.67992525,0.29460812,0.22395833,0.35034119,0.46640904,0.46691585,0.18518519,0.62324751,0.65143288
0.23807311,0.20738636,0.30905890,0.64072977,0.43574216,0.51928117,0.18188843,0.21332185,0.21551103,0.06059328,0.68748314,0.45460455,0.43505497,0.31658537,0.43347297,0.73146737,0.27776521,0.68754415,0.48871993,0.65353889,0.82228959,0.43206854,0.55555556,0.16017723,0.39607114,0.63496213,0.39353964,0.19100048,0.72164368,0.73264816,0.34102279,0.18826220,0.35933623,0.47730876,0.48863522,0.18518519,0.68378792,0.56817496
0.26548947,0.23920455,0.32762484,0.63963823,0.44273987,0.41782104,0.16164426,0.20930233,0.24491855,0.06059328,0.61775020,0.36641387,0.43198670,0.34471545,0.43905845,0.73146737,0.23049084,0.68754415,0.48734887,0.60364401,0.70463404,0.39840881,0.55555556,0.15923738,0.39421290,0.59754778,0.39884108,0.23695548,0.72122150,0.76882007,0.38924402,0.20807927,0.40632754,0.48107412,0.48863522,0.18518519,0.68824879,0.49547511
0.26332094,0.22315341,0.31498079,0.62264151,0.39523617,0.39086484,0.15237212,0.19695665,0.21925905,0.06059328,0.63002428,0.33781148,0.39734083,0.35837398,0.39816477,0.75294444,0.23207419,0.68754415,0.48747351,0.69376314,0.64515663,0.36984904,0.55555556,0.15896885,0.45845500,0.57978723,0.38996425,0.24940163,0.72136223,0.76882007,0.29210673,0.18305386,0.34972084,0.48860484,0.48863522,0.18518519,0.69270966,0.49079940
0.24659232,0.19857955,0.31177977,0.59706845,0.34921276,0.59228753,0.16458044,0.18346253,0.23540435,0.06059328,0.67507418,0.63141928,0.36256712,0.16471545,0.41831239,0.72343079,0.23750283,0.68754415,0.46516266,0.61878066,0.59203118,0.59893921,0.61332154,0.15923738,0.61799841,0.59213848,0.41129331,0.23360460,0.72136223,0.72183663,0.35853252,0.17619411,0.35344293,0.46591359,0.47732094,0.18518519,0.65944430,0.58054299
0.28640025,0.27130682,0.19318182,0.59800405,0.43035931,0.54698615,0.15190851,0.18346253,0.30286868,0.06059328,0.59711357,0.47843987,0.36128867,0.29105691,0.48713345,0.70375502,0.24451482,0.56251472,0.48847065,0.69390329,0.51292046,0.42982456,0.61332154,0.16071429,0.76612689,0.59006491,0.41018370,0.24988033,0.72094005,0.69861185,0.25764314,0.23259654,0.20006203,0.50000000,0.50005051,0.18518519,0.56500127,0.63378582
0.25092937,0.24687500,0.24071703,0.46951505,0.43856816,0.68176713,0.14263638,0.17527993,0.22574600,0.06059328,0.74453736,0.66457205,0.41306571,0.24861789,0.51605825,0.70375502,0.21499661,0.56251472,0.54219120,0.67077786,0.36162841,0.50448796,0.55555556,0.16125134,0.76612689,0.56716552,0.41955369,0.22163715,0.72150296,0.73918847,0.26125625,0.20922256,0.28101737,0.50000000,0.50005051,0.18518519,0.67461127,0.61794872
0.29151177,0.27343750,0.20998720,0.35833463,0.47880501,0.69187570,0.12316489,0.17183463,0.23079141,0.06059328,0.62112220,0.65222102,0.42188699,0.37317073,0.54538201,0.73174449,0.21499661,0.56251472,0.55565250,0.55290820,0.42586978,0.38147695,0.55555556,0.16151987,0.76718874,0.55796971,0.48230798,0.25849689,0.60498171,0.74159103,0.32406893,0.22802337,0.42106079,0.55687673,0.55682392,0.18518519,0.68085649,0.68310709
0.26347584,0.22997159,0.29833547,0.35490410,0.40048446,0.51254212,0.12563746,0.16106804,0.23843160,0.06059328,0.54032911,0.47735645,0.41012529,0.25577236,0.55854778,0.74144381,0.20006786,0.43748528,0.55627571,0.58051857,0.46600260,0.50265198,0.61332154,0.16165414,0.76771967,0.59538406,0.43533473,0.22020105,0.72178441,0.75160171,0.38451918,0.21773374,0.47254963,0.55687673,0.55682392,0.18518519,0.55582462,0.51975867
0.30591698,0.23963068,0.36779770,0.33510058,0.38985332,0.48970423,0.13336424,0.15733563,0.29133631,0.06059328,0.54680335,0.44507042,0.35527998,0.33024390,0.57310991,0.74629347,0.22189550,0.43748528,0.53321700,0.63517870,0.47033348,0.43451652,0.55555556,0.20985499,0.76718874,0.61413631,0.43175934,0.32264241,0.72108078,0.74612920,0.37659811,0.20325203,0.42571340,0.53983353,0.53409435,0.24441950,0.50586286,0.41070890
0.23094796,0.18039773,0.29241357,0.33510058,0.33467905,0.65668289,0.13552774,0.15733563,0.19446447,0.06059328,0.65551659,0.60541712,0.33150089,0.42569106,0.56533014,0.68962173,0.24327075,0.43748528,0.53334164,0.58906797,0.47033348,0.36168911,0.55555556,0.20972073,0.76771967,0.62928237,0.47873259,0.18860699,0.72206586,0.68059263,0.17315175,0.20147358,0.47782258,0.53983353,0.53409435,0.24441950,0.67588580,0.54570136
0.23946716,0.21917614,0.36859795,0.32621238,0.30480420,0.50767503,0.14603616,0.16264714,0.22661093,0.06059328,0.61491772,0.47475623,0.29698287,0.36113821,0.53261520,0.68962173,0.22981226,0.43748528,0.66259504,0.57897687,0.41879602,0.43635251,0.61332154,0.20931794,0.91611362,0.63243779,0.48970534,0.27046434,0.72108078,0.68059263,0.33018344,0.16946138,0.44478908,0.44173603,0.47065360,0.24441950,0.65243436,0.43001508
0.28980793,0.29644886,0.40412932,0.32371745,0.34181133,0.58255335,0.16334415,0.16480046,0.29349863,0.06059328,0.61909900,0.59891658,0.29301969,0.32878049,0.54179134,0.60426770,0.24903868,0.43748528,0.51190328,0.58220042,0.42125018,0.47776418,0.61332154,0.16071429,0.91637908,0.63676524,0.49710270,0.31498325,0.72150296,0.60824880,0.37673708,0.20579268,0.37670596,0.54548157,0.77280533,0.17533358,0.64414989,0.38687783
0.20848823,0.20255682,0.29945583,0.30547326,0.33387162,0.74129539,0.16210787,0.17111685,0.19331123,0.06059328,0.67547882,0.77421452,0.25159806,0.29577236,0.54079394,0.53942081,0.25774712,0.43748528,0.54381154,0.59929923,0.38847986,0.49877601,0.55555556,0.16111708,0.91611362,0.65146051,0.50129454,0.19291527,0.72150296,0.55886279,0.38882713,0.20528455,0.44851117,0.51803409,0.50570765,0.17533358,0.69525873,0.59683258
0.24101611,0.23039773,0.37339949,0.25354748,0.28677163,0.52938974,0.15577191,0.16480046,0.26668589,0.06059328,0.51065552,0.47627302,0.24060343,0.42211382,0.53999601,0.53942081,0.22822891,0.43748528,0.54431011,0.59397337,0.40594774,0.38555692,0.55555556,0.15923738,0.91531723,0.65921385,0.49907533,0.30349449,0.72122150,0.56593700,0.30878266,0.19067581,0.40927419,0.54548157,0.53985251,0.18518519,0.59278613,0.39683258
0.25123916,0.22840909,0.38156210,0.21846250,0.29027049,0.54062149,0.17570700,0.16480046,0.28311950,0.06059328,0.56217966,0.53759480,0.27026336,0.29203252,0.55535607,0.53470971,0.26521149,0.37508830,0.54393618,0.64358795,0.45387614,0.51121991,0.55555556,0.16125134,0.91558269,0.68445727,0.44889656,0.24652944,0.72164368,0.57581420,0.38618677,0.20109248,0.40818859,0.54548157,0.53985251,0.18518519,0.53301045,0.49276018
0.18370508,0.18409091,0.27928937,0.17448932,0.30130534,0.54099588,0.16998918,0.17212173,0.19590601,0.06059328,0.59495549,0.45915493,0.23868576,0.42081301,0.52044684,0.53193848,0.26555078,0.32823169,0.52686028,0.61765943,0.45892883,0.38331293,0.61332154,0.15923738,0.91452084,0.68626037,0.44791025,0.22450933,0.72150296,0.55125467,0.26667593,0.17339939,0.41749380,0.54548157,0.53409435,0.18518519,0.61292378,0.60437406
0.25077447,0.20866477,0.37676056,0.12895681,0.32445162,0.58854362,0.18420646,0.17370083,0.29032723,0.06059328,0.56905854,0.56619718,0.27192534,0.35382114,0.45681229,0.52639601,0.25684234,0.31245585,0.52199925,0.59397337,0.50252635,0.44818441,0.61332154,0.15990870,0.91611362,0.68319510,0.44273209,0.27142173,0.72192513,0.56633743,0.28738188,0.18927846,0.30846774,0.53408641,0.52278008,0.18518519,0.57162886,0.45067873
0.21871128,0.20056818,0.29961588,0.14938406,0.33683219,0.63159865,0.17926132,0.17829457,0.24333285,0.06059328,0.61329916,0.55514626,0.27652774,0.41983740,0.42768801,0.54787308,0.25175300,0.31245585,0.52174997,0.61135249,0.50526924,0.36780906,0.55555556,0.15856606,0.91584816,0.67832672,0.43582789,0.25849689,0.72164368,0.58155366,0.20066704,0.18407012,0.33173077,0.52467301,0.51328417,0.18518519,0.65065001,0.55128205
0.22304833,0.22656250,0.24183739,0.15141120,0.36118961,0.82441033,0.17477979,0.17829457,0.25342367,0.06059328,0.61518748,0.84810401,0.31360266,0.24796748,0.41412328,0.54787308,0.24892558,0.31245585,0.52299639,0.62228451,0.53385304,0.52060384,0.55555556,0.16044576,0.91558269,0.68085106,0.38367649,0.25083772,0.72178441,0.60931660,0.35130628,0.19410569,0.43982630,0.52269124,0.51136478,0.18518519,0.62464950,0.71402715
0.22459727,0.24318182,0.22039052,0.17651645,0.40600188,0.69973793,0.15098130,0.17829457,0.22170967,0.06059328,0.66010251,0.62405200,0.35272309,0.36243902,0.42409735,0.62574477,0.24892558,0.37508830,0.52237318,0.65732306,0.55117656,0.39738882,0.55555556,0.16084855,0.70347757,0.66146772,0.36752558,0.23408329,0.72164368,0.66857982,0.33018344,0.20706301,0.47580645,0.52269124,0.51136478,0.18518519,0.62923783,0.67918552
0.20523544,0.18196023,0.31065941,0.19023858,0.34759790,0.41033321,0.14773605,0.16953775,0.20066311,0.06059328,0.64135419,0.36923077,0.37611864,0.28910569,0.42988231,0.68047665,0.21375254,0.37508830,0.52299639,0.72123336,0.54872239,0.46491228,0.55555556,0.15977444,0.66790550,0.64397764,0.34447047,0.19865965,0.72150296,0.71316070,0.38146192,0.20223577,0.46153846,0.52269124,0.51136478,0.18518519,0.64835585,0.48220211
0.24473358,0.21931818,0.21542894,0.20130984,0.41138474,0.52976413,0.13769124,0.16881998,0.25198212,0.06059328,0.67035339,0.44810401,0.38609051,0.40926829,0.39856373,0.68546487,0.22166931,0.37508830,0.52212389,0.59719692,0.54323661,0.34149327,0.55555556,0.15910311,0.65595965,0.63406058,0.36099125,0.23839157,0.72150296,0.69220502,0.37868260,0.18419715,0.45378412,0.52269124,0.51136478,0.18518519,0.67473872,0.63634992
0.19594176,0.19176136,0.23351472,0.20848277,0.36347732,0.50954699,0.13135528,0.16695378,0.18812167,0.06059328,0.61046668,0.43358613,0.40411659,0.29821138,0.38280471,0.69738118,0.21024655,0.37508830,0.52187461,0.69320252,0.54323661,0.43308854,0.61332154,0.15910311,0.50783117,0.63333934,0.32079892,0.17424605,0.53081903,0.71756540,0.32518066,0.15586890,0.40431141,0.52269124,0.51136478,0.18518519,0.65294418,0.62775264
0.22738538,0.17045455,0.31097951,0.21300483,0.32176019,0.43354549,0.12996446,0.16393913,0.20196050,0.06059328,0.55125438,0.36251354,0.37023779,0.38276423,0.41871135,0.69738118,0.19441303,0.37508830,0.52150069,0.60098108,0.55233146,0.36291310,0.55555556,0.15910311,0.54419963,0.64199423,0.36542966,0.18238392,0.47649873,0.68846770,0.32045581,0.15383638,0.31885856,0.52269124,0.51136478,0.18518519,0.57647209,0.49170437
0.21747212,0.19417614,0.20934699,0.21752690,0.30184363,0.68513665,0.12718282,0.16393913,0.21479026,0.06059328,0.57404910,0.68125677,0.35732549,0.28666667,0.40674247,0.66939171,0.20504411,0.37508830,0.52249782,0.66671338,0.58351379,0.45940432,0.55555556,0.16125134,0.54419963,0.65705013,0.37110097,0.23647678,0.47593583,0.63667912,0.21998332,0.13351118,0.44013648,0.52269124,0.51136478,0.18518519,0.60017843,0.69381599
0.21824659,0.23948864,0.16677337,0.24076095,0.41111560,0.74990640,0.10709318,0.15877117,0.22949402,0.06059328,0.61235500,0.74149512,0.38417285,0.30243902,0.36963894,0.65511986,0.20504411,0.37508830,0.52274710,0.64442887,0.59520716,0.43288454,0.55555556,0.16098281,0.54446509,0.65389470,0.38651214,0.25370991,0.47748382,0.69460758,0.33727071,0.19143801,0.43703474,0.52269124,0.51136478,0.18518519,0.61751211,0.74132730
0.23822800,0.28565341,0.13892446,0.24886948,0.45323644,0.55559715,0.08236749,0.15633075,0.26164048,0.06059328,0.68883194,0.46522210,0.40718486,0.43382114,0.35926591,0.68795899,0.17688306,0.37508830,0.52100212,0.60602663,0.62306915,0.29212566,0.55555556,0.16058002,0.54446509,0.63171655,0.43077302,0.25035902,0.47621728,0.69460758,0.23457476,0.23882114,0.41004963,0.52269124,0.51136478,0.18518519,0.68085649,0.68039216
0.22134449,0.21846591,0.19782330,0.26508654,0.39092989,0.75140397,0.08901252,0.14915303,0.19864495,0.06059328,0.62921500,0.77616468,0.39964204,0.19967480,0.39257929,0.71137592,0.18129382,0.37508830,0.52150069,0.61443588,0.66594485,0.53386373,0.55555556,0.16058002,0.54446509,0.64181392,0.41980027,0.24844423,0.47621728,0.75360384,0.23387993,0.18877033,0.36336849,0.52269124,0.51136478,0.18518519,0.65128728,0.71085973
0.26084263,0.28423295,0.12724072,0.28676127,0.46306015,0.78509921,0.07680420,0.13781223,0.26769497,0.06059328,0.53587807,0.75752979,0.42316543,0.24617886,0.45960503,0.71719551,0.18038905,0.37508830,0.52287174,0.62410652,0.66594485,0.45960832,0.55555556,0.16084855,0.54419963,0.65605842,0.42251264,0.31833413,0.47635801,0.74212493,0.35325181,0.22522866,0.37949752,0.52269124,0.51136478,0.18518519,0.55977568,0.78687783
0.35703222,0.29417614,0.25032010,0.26118821,0.49185843,0.44103332,0.07587699,0.13781223,0.19778002,0.06059328,0.65848395,0.37074756,0.46906162,0.37642276,0.48972671,0.75460718,0.17156752,0.37508830,0.52162533,0.64414856,0.73899235,0.32394941,0.55555556,0.16071429,0.39447836,0.63757663,0.43311552,0.17185256,0.72178441,0.77375868,0.20872707,0.25736789,0.30071340,0.52269124,0.51136478,0.18518519,0.63726740,0.54856712
0.29646840,0.31917614,0.11587708,0.24294402,0.46736644,0.70610258,0.06923196,0.12862475,0.30128298,0.06059328,0.71162665,0.63705309,0.42406034,0.30829268,0.50628366,0.75460718,0.17360326,0.56251472,0.52361959,0.72796076,0.68875415,0.38820889,0.55555556,0.16058002,0.39447836,0.61666066,0.41043028,0.33317377,0.72234731,0.77082221,0.47040022,0.19944106,0.50108561,0.52269124,0.51136478,0.18518519,0.73387713,0.81749623
0.25449195,0.22599432,0.20742638,0.22454390,0.41596017,0.42493448,0.05764179,0.12632788,0.20743837,0.06059328,0.68451578,0.31484290,0.44707236,0.50455285,0.53580690,0.75973396,0.17394255,0.56251472,0.55689892,0.57757533,0.63404071,0.23378213,0.55555556,0.20609560,0.31935227,0.59754778,0.45962273,0.19339397,0.72192513,0.79511479,0.38243469,0.20414126,0.47301489,0.55112961,0.53409435,0.21473999,0.71424930,0.61704374
0.44098513,0.38906250,0.45598592,0.22298456,0.38514332,0.44889554,0.09983001,0.11958082,0.39498342,0.06059328,0.58888589,0.45178765,0.33277934,0.31186992,0.55316178,0.76014965,0.18547840,0.43748528,0.49744485,0.65480028,0.69857081,0.45389637,0.55555556,0.20878088,0.56702947,0.61657050,0.43866354,0.39636190,0.72164368,0.79511479,0.21511951,0.25114329,0.29280397,0.53705906,0.53096272,0.21473999,0.53237318,0.28944193
0.30715613,0.31122159,0.27432778,0.19320131,0.39012246,0.81130663,0.10322979,0.13149584,0.32521263,0.06059328,0.75977880,0.85048754,0.31155715,0.27902439,0.58767205,0.71899681,0.25344945,0.56251472,0.49794341,0.60967064,0.63923777,0.46919625,0.55555556,0.20878088,0.56702947,0.64415795,0.43891012,0.33460986,0.72136223,0.71169247,0.19899944,0.27693089,0.18501861,0.50762981,0.52651783,0.24441950,0.78434871,0.84751131
